Время срабатывания,Квитировать,Сообщение
02.06.2020 14:11:22.697,Не квитировано,"Соленоидный клапан К113-СR1. ПОЛУЧЕНА КОМАНДА ""ЗАКРЫТЬ АВТОМАТИЧЕСКИ"""
02.06.2020 14:11:03.927,Не квитировано,Вентилятор АТ-111/2. ОТКЛЮЧЕН
02.06.2020 14:11:03.677,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:10:56.695,Не квитировано,Соленоидный клапан К113-СR2. ЗАКРЫТ
02.06.2020 14:10:56.695,Не квитировано,"Соленоидный клапан К113-СR2. ПОЛУЧЕНА КОМАНДА ""ЗАКРЫТЬ АВТОМАТИЧЕСКИ"""
02.06.2020 14:10:47.577,Не квитировано,Вентилятор АТ-111/2. ВКЛЮЧЕН
02.06.2020 14:10:46.877,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:10:25.128,Не квитировано,Вентилятор АТ-111/2. ОТКЛЮЧЕН
02.06.2020 14:10:24.877,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:10:15.675,Не квитировано,Вентилятор АТ-102/1. ВКЛЮЧЕН
02.06.2020 14:10:15.675,Не квитировано,Вентилятор АТ-102/1. ВЫПОЛНЕН ПУСК ПО МЕСТУ
02.06.2020 14:10:11.325,Не квитировано,Вентилятор АТ-102/1. ОТКЛЮЧЕН
02.06.2020 14:10:11.225,Не квитировано,Вентилятор АТ-102/1. ВЫПОЛНЕН СТОП ПО МЕСТУ
02.06.2020 14:10:07.926,Не квитировано,Вентилятор АТ-102/2. ОТКЛЮЧЕН
02.06.2020 14:10:07.826,Не квитировано,Вентилятор АТ-102/2. НЕИСПРАВЕН. НЕТ НАПРЯЖЕНИЯ В СХЕМЕ УПРАВЛЕНИЯ
02.06.2020 14:10:07.826,Не квитировано,Вентилятор АТ-102/2. НАЗНАЧЕН РЕЖИМ РЕМОНТНЫЙ
02.06.2020 14:10:07.826,Не квитировано,Вентилятор АТ-102/2. НАЗНАЧИТЬ РЕЖИМ РЕМОНТНЫЙ АВТОМАТИЧЕСКИ
02.06.2020 14:10:01.124,Не квитировано,Вентилятор АТ-101/1. ОТКЛЮЧЕН
02.06.2020 14:10:01.024,Не квитировано,Вентилятор АТ-101/1. ВЫПОЛНЕН СТОП ПО МЕСТУ
02.06.2020 14:09:58.724,Не квитировано,Вентилятор АТ-101/2. ОТКЛЮЧЕН
02.06.2020 14:09:58.624,Не квитировано,Вентилятор АТ-101/2. НАЗНАЧИТЬ РЕЖИМ РЕМОНТНЫЙ АВТОМАТИЧЕСКИ
02.06.2020 14:09:58.624,Не квитировано,Вентилятор АТ-101/2. НЕИСПРАВЕН. НЕТ НАПРЯЖЕНИЯ В СХЕМЕ УПРАВЛЕНИЯ
02.06.2020 14:09:58.624,Не квитировано,Вентилятор АТ-101/2. НАЗНАЧЕН РЕЖИМ РЕМОНТНЫЙ
02.06.2020 14:09:58.274,Не квитировано,Вентилятор АТ-101/1. ВКЛЮЧЕН
02.06.2020 14:09:58.274,Не квитировано,Вентилятор АТ-101/1. НАЗНАЧЕН РЕЖИМ ОСНОВНОЙ
02.06.2020 14:09:54.776,Не квитировано,Вентилятор АТ-102/2. ВКЛЮЧЕН
02.06.2020 14:09:54.776,Не квитировано,Вентилятор АТ-102/2. НАЗНАЧЕН РЕЖИМ ОСНОВНОЙ
02.06.2020 14:09:45.724,Не квитировано,Вентилятор АТ-101/1. НАЗНАЧЕН РЕЖИМ РЕЗЕРВНЫЙ
02.06.2020 14:09:45.724,Не квитировано,Вентилятор АТ-101/1. НАЗНАЧИТЬ РЕЖИМ РЕЗЕРВНЫЙ АВТОМАТИЧЕСКИ
02.06.2020 14:09:45.675,Не квитировано,Вентилятор АТ-101/2. НАЗНАЧЕН РЕЖИМ ОСНОВНОЙ
02.06.2020 14:09:45.675,Не квитировано,Вентилятор АТ-101/2. НАЗНАЧИТЬ РЕЖИМ ОСНОВНОЙ АВТОМАТИЧЕСКИ
02.06.2020 14:09:45.675,Не квитировано,Вентилятор АТ-101/2. ВЫПОЛНЕН ПУСК ПО МЕСТУ
02.06.2020 14:09:45.675,Не квитировано,Вентилятор АТ-101/2. ВКЛЮЧЕН
02.06.2020 14:08:06.074,Не квитировано,Вентилятор АТ-102/2. КОМАНДА - НАЗНАЧИТЬ РЕЖИМ РЕЗЕРВНЫЙ С АРМ
02.06.2020 14:08:06.074,Не квитировано,Вентилятор АТ-102/2. НАЗНАЧЕН РЕЖИМ РЕЗЕРВНЫЙ
02.06.2020 14:08:00.273,Не квитировано,Вентилятор АТ-101/2. КОМАНДА - НАЗНАЧИТЬ РЕЖИМ РЕЗЕРВНЫЙ С АРМ
02.06.2020 14:08:00.273,Не квитировано,Вентилятор АТ-101/2. НАЗНАЧЕН РЕЖИМ РЕЗЕРВНЫЙ
02.06.2020 14:07:53.123,Не квитировано,Вентилятор АТ-101/2. КОМАНДА - ДЕБЛОКИРОВАТЬ НЕИСПРАВНОСТЬ С АРМ
02.06.2020 14:07:53.123,Не квитировано,Вентилятор АТ-101/2. НЕИСПРАВНОСТЬ ДЕБЛОКИРОВАНА
02.06.2020 14:07:44.672,Не квитировано,Вентилятор АТ-101/1. КОМАНДА - НАЗНАЧИТЬ РЕЖИМ ОСНОВНОЙ С АРМ
02.06.2020 14:07:39.222,Не квитировано,Вентилятор АТ-101/1. КОМАНДА - ДЕБЛОКИРОВАТЬ НЕИСПРАВНОСТЬ С АРМ
02.06.2020 14:07:39.222,Не квитировано,Вентилятор АТ-101/1. НЕИСПРАВНОСТЬ ДЕБЛОКИРОВАНА
02.06.2020 14:07:30.674,Не квитировано,Вентилятор АТ-102/2. НЕИСПРАВНОСТЬ ДЕБЛОКИРОВАНА
02.06.2020 14:07:30.674,Не квитировано,Вентилятор АТ-102/2. КОМАНДА - ДЕБЛОКИРОВАТЬ НЕИСПРАВНОСТЬ С АРМ
02.06.2020 14:07:29.426,Не квитировано,Вентилятор АТ-111/3. ОТКЛЮЧЕН
02.06.2020 14:07:29.175,Не квитировано,Вентилятор АТ-111/3. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:07:20.071,Не квитировано,Вентилятор АТ-102/2. НЕИСПРАВЕН. НАЗНАЧЕНИЕ РЕЖИМА НЕВОЗМОЖНО
02.06.2020 14:07:20.071,Не квитировано,Вентилятор АТ-102/2. КОМАНДА - НАЗНАЧИТЬ РЕЖИМ РЕЗЕРВНЫЙ С АРМ
02.06.2020 14:07:17.573,Не квитировано,Вентилятор АТ-111/3. ВКЛЮЧЕН
02.06.2020 14:07:16.873,Не квитировано,Вентилятор АТ-111/3. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:07:03.272,Не квитировано,Вентилятор АТ-111/2. ВКЛЮЧЕН
02.06.2020 14:07:02.572,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:06:34.222,Не квитировано,Вентилятор АТ-111/2. ОТКЛЮЧЕН
02.06.2020 14:06:33.972,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:05:55.323,Не квитировано,Вентилятор АТ-111/2. ВКЛЮЧЕН
02.06.2020 14:05:54.672,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:05:32.922,Не квитировано,Вентилятор АТ-111/2. ОТКЛЮЧЕН
02.06.2020 14:05:32.673,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:04:50.719,Не квитировано,Вентилятор АТ-101/2. ЕСТЬ НАПРЯЖЕНИЕ В СХЕМЕ УПРАВЛЕНИЯ
02.06.2020 14:04:37.669,Не квитировано,Вентилятор АТ-101/1. ЕСТЬ НАПРЯЖЕНИЕ В СХЕМЕ УПРАВЛЕНИЯ
02.06.2020 14:04:34.671,Не квитировано,Вентилятор АТ-111/2. ВКЛЮЧЕН
02.06.2020 14:04:33.972,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:04:23.520,Не квитировано,Вентилятор АТ-102/2. ЕСТЬ НАПРЯЖЕНИЕ В СХЕМЕ УПРАВЛЕНИЯ
02.06.2020 14:04:09.222,Не квитировано,Вентилятор АТ-111/2. ОТКЛЮЧЕН
02.06.2020 14:04:08.972,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:02:59.168,Не квитировано,Вентилятор АТ-111/2. ВКЛЮЧЕН
02.06.2020 14:02:58.468,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:02:40.318,Не квитировано,Вентилятор АТ-111/2. ОТКЛЮЧЕН
02.06.2020 14:02:40.069,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:01:33.318,Не квитировано,Вентилятор АТ-111/2. ВКЛЮЧЕН
02.06.2020 14:01:32.667,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:01:32.316,Не квитировано,Вентилятор АТ-102/2. ОТКЛЮЧЕН
02.06.2020 14:01:32.216,Не квитировано,Вентилятор АТ-102/2. НЕИСПРАВЕН. НЕТ НАПРЯЖЕНИЯ В СХЕМЕ УПРАВЛЕНИЯ
02.06.2020 14:01:19.366,Не квитировано,Вентилятор АТ-102/2. ВКЛЮЧЕН
02.06.2020 14:01:18.667,Не квитировано,Вентилятор АТ-102/2. КОМАНДА - ВКЛЮЧИТЬ С АРМ
02.06.2020 14:01:11.466,Не квитировано,Вентилятор АТ-102/2. КОМАНДА - НАЗНАЧИТЬ РЕЖИМ ОСНОВНОЙ С АРМ
02.06.2020 14:01:11.466,Не квитировано,Вентилятор АТ-102/2. НАЗНАЧЕН РЕЖИМ ОСНОВНОЙ
02.06.2020 14:01:10.418,Не квитировано,Вентилятор АТ-111/2. ОТКЛЮЧЕН
02.06.2020 14:01:10.168,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:01:00.716,Не квитировано,Вентилятор АТ-102/2. ЕСТЬ НАПРЯЖЕНИЕ В СХЕМЕ УПРАВЛЕНИЯ
02.06.2020 14:00:13.116,Не квитировано,Вентилятор АТ-111/2. ВКЛЮЧЕН
02.06.2020 14:00:12.465,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 13:59:53.815,Не квитировано,Вентилятор АТ-111/2. ОТКЛЮЧЕН
02.06.2020 13:59:53.565,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 13:58:31.563,Не квитировано,Вентилятор АТ-102/2. НЕИСПРАВНОСТЬ ДЕБЛОКИРОВАНА
02.06.2020 13:58:31.563,Не квитировано,Вентилятор АТ-102/2. КОМАНДА - ДЕБЛОКИРОВАТЬ НЕИСПРАВНОСТЬ С АРМ
02.06.2020 13:58:28.965,Не квитировано,Вентилятор АТ-111/2. ВКЛЮЧЕН
02.06.2020 13:58:28.265,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 13:58:24.264,Не квитировано,Вентилятор АТ-102/2. КОМАНДА - НАЗНАЧИТЬ РЕЖИМ ОСНОВНОЙ С АРМ
02.06.2020 13:58:07.613,Не квитировано,Вентилятор АТ-111/2. ОТКЛЮЧЕН
02.06.2020 13:58:07.363,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 13:56:45.712,Не квитировано,Вентилятор АТ-111/2. ВКЛЮЧЕН
02.06.2020 13:56:45.062,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 13:56:28.513,Не квитировано,Вентилятор АТ-111/2. ОТКЛЮЧЕН
02.06.2020 13:56:28.262,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 13:55:57.080,Не квитировано,Компрессор К-101. ЗАДЕРЖКА СНЯТА
02.06.2020 13:55:24.077,Не квитировано,"Соленоидный клапан К-12. ПОЛУЧЕНА КОМАНДА ""ОТКРЫТЬ АВТОМАТИЧЕСКИ"""
02.06.2020 13:55:24.077,Не квитировано,Соленоидный клапан К-12. ОТКРЫТ
02.06.2020 13:54:42.111,Не квитировано,Вентилятор АТ-111/2. ВКЛЮЧЕН
02.06.2020 13:54:41.460,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 13:54:24.910,Не квитировано,Вентилятор АТ-111/2. ОТКЛЮЧЕН
02.06.2020 13:54:24.660,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 13:52:39.077,Не квитировано,Соленоидный клапан К113-СR2. ОТКРЫТ
02.06.2020 13:52:39.077,Не квитировано,"Соленоидный клапан К113-СR2. ПОЛУЧЕНА КОМАНДА ""ОТКРЫТЬ АВТОМАТИЧЕСКИ"""
02.06.2020 13:52:34.908,Не квитировано,Вентилятор АТ-111/2. ВКЛЮЧЕН
02.06.2020 13:52:34.259,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 13:52:15.607,Не квитировано,Вентилятор АТ-111/2. ОТКЛЮЧЕН
02.06.2020 13:52:15.356,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 13:52:11.767,Не квитировано,PDT-996. Перепад давления пропиленгликоля на насосе Р-22/В. «Минимум аварийный»
02.06.2020 13:52:09.074,Не квитировано,"Соленоидный клапан К113-СR1. ПОЛУЧЕНА КОМАНДА ""ОТКРЫТЬ АВТОМАТИЧЕСКИ"""
02.06.2020 13:52:09.074,Не квитировано,Соленоидный клапан К113-СR1. ОТКРЫТ
02.06.2020 13:51:39.274,Не квитировано,FS-953. Защита компрессора К-113 от низкого давления масла. ЗАМКНУТ
02.06.2020 13:51:39.254,Не квитировано,Компрессор К-113. ВКЛЮЧЕН
02.06.2020 13:51:39.104,Не квитировано,Компрессор К-113. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 13:51:31.156,Не квитировано,Вентилятор АТ-111/2. ВКЛЮЧЕН
02.06.2020 13:51:30.456,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
