Время срабатывания,Квитировать,Сообщение
10.06.2020 03:45:21.792,Не квитировано,Компрессор К-101. ОТКЛЮЧЕН
10.06.2020 03:45:21.592,Не квитировано,Компрессор К-101. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
10.06.2020 03:45:19.692,Не квитировано,Компрессор К-101. ВКЛЮЧЕН
10.06.2020 03:45:19.591,Не квитировано,Компрессор К-101. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
10.06.2020 03:44:08.663,Не квитировано,FS-951. Защита компрессора К-111 от низкого давления масла. РАЗОМКНУТ
10.06.2020 03:44:08.363,Не квитировано,Компрессор К-111. ЗАДЕРЖКА
10.06.2020 03:44:08.292,Не квитировано,Компрессор К-111. ОТКЛЮЧЕН
10.06.2020 03:44:08.042,Не квитировано,Компрессор К-111. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
10.06.2020 03:44:06.591,Не квитировано,Компрессор К-111. ВКЛЮЧЕН
10.06.2020 03:44:06.441,Не квитировано,Компрессор К-111. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
10.06.2020 03:44:06.664,Не квитировано,FS-951. Защита компрессора К-111 от низкого давления масла. ЗАМКНУТ
10.06.2020 03:32:52.051,Не квитировано,Компрессор К-111. ЗАДЕРЖКА СНЯТА
10.06.2020 03:25:54.544,Не квитировано,FS-951. Защита компрессора К-111 от низкого давления масла. РАЗОМКНУТ
10.06.2020 03:25:54.244,Не квитировано,Компрессор К-111. ЗАДЕРЖКА
10.06.2020 03:25:54.173,Не квитировано,Компрессор К-111. ОТКЛЮЧЕН
10.06.2020 03:25:53.922,Не квитировано,Компрессор К-111. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
10.06.2020 03:25:52.544,Не квитировано,FS-951. Защита компрессора К-111 от низкого давления масла. ЗАМКНУТ
10.06.2020 03:25:52.473,Не квитировано,Компрессор К-111. ВКЛЮЧЕН
10.06.2020 03:25:52.323,Не квитировано,Компрессор К-111. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
10.06.2020 03:18:10.035,Не квитировано,Компрессор К-102. ЗАДЕРЖКА СНЯТА
10.06.2020 03:14:07.030,Не квитировано,Компрессор К-111. ЗАДЕРЖКА СНЯТА
10.06.2020 03:11:12.127,Не квитировано,Компрессор К-102. ЗАДЕРЖКА
10.06.2020 03:11:12.055,Не квитировано,Компрессор К-102. ОТКЛЮЧЕН
10.06.2020 03:11:11.855,Не квитировано,Компрессор К-102. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
10.06.2020 03:11:09.955,Не квитировано,Компрессор К-102. ВКЛЮЧЕН
10.06.2020 03:11:09.855,Не квитировано,Компрессор К-102. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
10.06.2020 03:07:09.822,Не квитировано,FS-951. Защита компрессора К-111 от низкого давления масла. РАЗОМКНУТ
10.06.2020 03:07:09.522,Не квитировано,Компрессор К-111. ЗАДЕРЖКА
10.06.2020 03:07:09.450,Не квитировано,Компрессор К-111. ОТКЛЮЧЕН
10.06.2020 03:07:09.201,Не квитировано,Компрессор К-111. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
10.06.2020 03:07:07.822,Не квитировано,FS-951. Защита компрессора К-111 от низкого давления масла. ЗАМКНУТ
10.06.2020 03:07:07.751,Не квитировано,Компрессор К-111. ВКЛЮЧЕН
10.06.2020 03:07:07.601,Не квитировано,Компрессор К-111. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
10.06.2020 02:53:59.009,Не квитировано,Компрессор К-101. ЗАДЕРЖКА СНЯТА
10.06.2020 02:53:26.008,Не квитировано,Компрессор К-111. ЗАДЕРЖКА СНЯТА
10.06.2020 02:47:03.391,Не квитировано,PT-941. Давление фреона на входе компрессора К-101. НОРМА
10.06.2020 02:47:02.392,Не квитировано,PT-941. Давление фреона на входе компрессора К-101. «Минимум»
10.06.2020 02:47:01.600,Не квитировано,Компрессор К-101. ЗАДЕРЖКА
10.06.2020 02:47:01.528,Не квитировано,Компрессор К-101. ОТКЛЮЧЕН
10.06.2020 02:47:01.328,Не квитировано,Компрессор К-101. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
10.06.2020 02:46:58.928,Не квитировано,Компрессор К-101. ВКЛЮЧЕН
10.06.2020 02:46:58.828,Не квитировано,Компрессор К-101. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
10.06.2020 02:46:28.201,Не квитировано,FS-951. Защита компрессора К-111 от низкого давления масла. РАЗОМКНУТ
10.06.2020 02:46:27.900,Не квитировано,Компрессор К-111. ЗАДЕРЖКА
10.06.2020 02:46:27.829,Не квитировано,Компрессор К-111. ОТКЛЮЧЕН
10.06.2020 02:46:27.579,Не квитировано,Компрессор К-111. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
10.06.2020 02:46:26.100,Не квитировано,FS-951. Защита компрессора К-111 от низкого давления масла. ЗАМКНУТ
10.06.2020 02:46:26.028,Не квитировано,Компрессор К-111. ВКЛЮЧЕН
10.06.2020 02:46:25.879,Не квитировано,Компрессор К-111. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
10.06.2020 02:32:32.986,Не квитировано,Компрессор К-111. ЗАДЕРЖКА СНЯТА
10.06.2020 02:25:51.978,Не квитировано,Компрессор К-102. ЗАДЕРЖКА СНЯТА
10.06.2020 02:25:35.278,Не квитировано,FS-951. Защита компрессора К-111 от низкого давления масла. РАЗОМКНУТ
10.06.2020 02:25:34.979,Не квитировано,Компрессор К-111. ЗАДЕРЖКА
10.06.2020 02:25:34.907,Не квитировано,Компрессор К-111. ОТКЛЮЧЕН
10.06.2020 02:25:34.657,Не квитировано,Компрессор К-111. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
10.06.2020 02:25:33.178,Не квитировано,FS-951. Защита компрессора К-111 от низкого давления масла. ЗАМКНУТ
10.06.2020 02:25:33.107,Не квитировано,Компрессор К-111. ВКЛЮЧЕН
10.06.2020 02:25:32.957,Не квитировано,Компрессор К-111. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
10.06.2020 02:18:54.770,Не квитировано,Компрессор К-102. ЗАДЕРЖКА
10.06.2020 02:18:54.697,Не квитировано,Компрессор К-102. ОТКЛЮЧЕН
10.06.2020 02:18:54.497,Не квитировано,Компрессор К-102. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
10.06.2020 02:18:52.597,Не квитировано,Компрессор К-102. ВКЛЮЧЕН
10.06.2020 02:18:52.497,Не квитировано,Компрессор К-102. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
10.06.2020 02:11:19.960,Не квитировано,Компрессор К-111. ЗАДЕРЖКА СНЯТА
10.06.2020 02:04:22.953,Не квитировано,FS-951. Защита компрессора К-111 от низкого давления масла. РАЗОМКНУТ
10.06.2020 02:04:22.653,Не квитировано,Компрессор К-111. ЗАДЕРЖКА
10.06.2020 02:04:22.582,Не квитировано,Компрессор К-111. ОТКЛЮЧЕН
10.06.2020 02:04:22.331,Не квитировано,Компрессор К-111. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
10.06.2020 02:04:20.853,Не квитировано,FS-951. Защита компрессора К-111 от низкого давления масла. ЗАМКНУТ
10.06.2020 02:04:20.781,Не квитировано,Компрессор К-111. ВКЛЮЧЕН
10.06.2020 02:04:20.631,Не квитировано,Компрессор К-111. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
10.06.2020 01:57:23.944,Не квитировано,Компрессор К-101. ЗАДЕРЖКА СНЯТА
10.06.2020 01:52:13.939,Не квитировано,Компрессор К-111. ЗАДЕРЖКА СНЯТА
10.06.2020 01:50:26.938,Не квитировано,Компрессор К-101. ЗАДЕРЖКА
10.06.2020 01:50:26.865,Не квитировано,Компрессор К-101. ОТКЛЮЧЕН
10.06.2020 01:50:26.665,Не квитировано,Компрессор К-101. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
10.06.2020 01:50:24.765,Не квитировано,Компрессор К-101. ВКЛЮЧЕН
10.06.2020 01:50:24.665,Не квитировано,Компрессор К-101. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
10.06.2020 01:45:16.733,Не квитировано,FS-951. Защита компрессора К-111 от низкого давления масла. РАЗОМКНУТ
10.06.2020 01:45:16.432,Не квитировано,Компрессор К-111. ЗАДЕРЖКА
10.06.2020 01:45:16.361,Не квитировано,Компрессор К-111. ОТКЛЮЧЕН
10.06.2020 01:45:16.110,Не квитировано,Компрессор К-111. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
10.06.2020 01:45:14.733,Не квитировано,FS-951. Защита компрессора К-111 от низкого давления масла. ЗАМКНУТ
10.06.2020 01:45:14.661,Не квитировано,Компрессор К-111. ВКЛЮЧЕН
10.06.2020 01:45:14.510,Не квитировано,Компрессор К-111. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
10.06.2020 01:29:14.913,Не квитировано,Компрессор К-102. ЗАДЕРЖКА СНЯТА
10.06.2020 01:25:23.610,Не квитировано,FS-951. Защита компрессора К-111 от низкого давления масла. РАЗОМКНУТ
10.06.2020 01:25:23.310,Не квитировано,Компрессор К-111. ЗАДЕРЖКА
10.06.2020 01:25:23.239,Не квитировано,Компрессор К-111. ОТКЛЮЧЕН
10.06.2020 01:25:22.988,Не квитировано,Компрессор К-111. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
10.06.2020 01:25:21.510,Не квитировано,FS-951. Защита компрессора К-111 от низкого давления масла. ЗАМКНУТ
10.06.2020 01:25:21.439,Не квитировано,Компрессор К-111. ВКЛЮЧЕН
10.06.2020 01:25:21.288,Не квитировано,Компрессор К-111. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
10.06.2020 01:22:17.606,Не квитировано,Компрессор К-102. ЗАДЕРЖКА
10.06.2020 01:22:17.535,Не квитировано,Компрессор К-102. ОТКЛЮЧЕН
10.06.2020 01:22:17.334,Не квитировано,Компрессор К-102. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
10.06.2020 01:22:15.434,Не квитировано,Компрессор К-102. ВКЛЮЧЕН
10.06.2020 01:22:15.335,Не квитировано,Компрессор К-102. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
10.06.2020 01:13:06.896,Не квитировано,Компрессор К-111. ЗАДЕРЖКА СНЯТА
10.06.2020 01:06:09.788,Не квитировано,FS-951. Защита компрессора К-111 от низкого давления масла. РАЗОМКНУТ
10.06.2020 01:06:09.488,Не квитировано,Компрессор К-111. ЗАДЕРЖКА
10.06.2020 01:06:09.417,Не квитировано,Компрессор К-111. ОТКЛЮЧЕН
10.06.2020 01:06:09.166,Не квитировано,Компрессор К-111. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
10.06.2020 01:06:07.688,Не квитировано,FS-951. Защита компрессора К-111 от низкого давления масла. ЗАМКНУТ
10.06.2020 01:06:07.617,Не квитировано,Компрессор К-111. ВКЛЮЧЕН
10.06.2020 01:06:07.466,Не квитировано,Компрессор К-111. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
10.06.2020 00:57:59.879,Не квитировано,Компрессор К-101. ЗАДЕРЖКА СНЯТА
10.06.2020 00:55:20.875,Не квитировано,Компрессор К-111. ЗАДЕРЖКА СНЯТА
10.06.2020 00:51:02.170,Не квитировано,Компрессор К-101. ЗАДЕРЖКА
10.06.2020 00:51:02.098,Не квитировано,Компрессор К-101. ОТКЛЮЧЕН
10.06.2020 00:51:01.898,Не квитировано,Компрессор К-101. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
10.06.2020 00:51:00.048,Не квитировано,Компрессор К-101. ВКЛЮЧЕН
10.06.2020 00:50:59.898,Не квитировано,Компрессор К-101. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
10.06.2020 00:48:23.767,Не квитировано,FS-951. Защита компрессора К-111 от низкого давления масла. РАЗОМКНУТ
10.06.2020 00:48:23.467,Не квитировано,Компрессор К-111. ЗАДЕРЖКА
10.06.2020 00:48:23.396,Не квитировано,Компрессор К-111. ОТКЛЮЧЕН
10.06.2020 00:48:23.145,Не квитировано,Компрессор К-111. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
10.06.2020 00:48:21.696,Не квитировано,Компрессор К-111. ВКЛЮЧЕН
10.06.2020 00:48:21.545,Не квитировано,Компрессор К-111. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
10.06.2020 00:48:21.767,Не квитировано,FS-951. Защита компрессора К-111 от низкого давления масла. ЗАМКНУТ
10.06.2020 00:36:20.854,Не квитировано,Компрессор К-111. ЗАДЕРЖКА СНЯТА
10.06.2020 00:30:47.848,Не квитировано,Компрессор К-102. ЗАДЕРЖКА СНЯТА
10.06.2020 00:29:23.245,Не квитировано,FS-951. Защита компрессора К-111 от низкого давления масла. РАЗОМКНУТ
10.06.2020 00:29:22.946,Не квитировано,Компрессор К-111. ЗАДЕРЖКА
10.06.2020 00:29:22.875,Не квитировано,Компрессор К-111. ОТКЛЮЧЕН
10.06.2020 00:29:22.625,Не квитировано,Компрессор К-111. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
10.06.2020 00:29:21.246,Не квитировано,FS-951. Защита компрессора К-111 от низкого давления масла. ЗАМКНУТ
